dataset,script_id,model,prompt_type,language,category,snippet,metric,n,mean,median,std,min,max,skewness,kurtosis_excess,shapiro_w,shapiro_p_value,normality_rejected_0_05,note
translation,script_21,gemini,optimized,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,avg_power_watts,30,16.72323210236667,16.739124898,0.15641819575948776,16.356683556,16.971932966,-0.5959986504620067,0.0765900735886258,0.9521626758201565,0.1931195440069975,False,
translation,script_21,gemini,optimized,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,elapsed_seconds,30,2.5762823825999996,2.5736506405,0.009628567504599513,2.564021499,2.599930983,1.2063124173923154,0.8835041106686927,0.8759896849956249,0.002283574961646074,True,
translation,script_21,gemini,optimized,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,energy_joules,30,43.08366666666667,43.06,0.4235847294090124,42.15,43.81,-0.29886752254568943,-0.23239214771881,0.9732717537014429,0.63198973826439,False,
translation,script_22,gemini,optimized,python,machine_learning_workflows,02_regression_workflow_feature_importance,avg_power_watts,30,15.992218462666665,15.949973869499999,0.19464499208033478,15.586241625,16.343229456,0.21355529104899326,-0.7255718298599652,0.9565598348302324,0.25235877865753403,False,
translation,script_22,gemini,optimized,python,machine_learning_workflows,02_regression_workflow_feature_importance,elapsed_seconds,30,12.209331725166665,12.203199054999999,0.04137233341311746,12.145092625,12.3555271,1.7769633630839015,4.602071696398136,0.8510212424073191,0.0006513691048172452,True,
translation,script_22,gemini,optimized,python,machine_learning_workflows,02_regression_workflow_feature_importance,energy_joules,30,195.25233333333333,194.865,2.299665168031526,190.35,199.39,0.216355069404547,-0.6161436612744824,0.956210627296679,0.24710095576249128,False,
translation,script_23,gemini,optimized,python,statistical_modelling_analysis,01_linear_regression_inference,avg_power_watts,30,16.591986191566665,16.6358004595,0.24721084762744935,16.120658166,17.119267398,-0.13862821020662153,-0.6714994368031388,0.9706674525631511,0.5575965595287866,False,
translation,script_23,gemini,optimized,python,statistical_modelling_analysis,01_linear_regression_inference,elapsed_seconds,30,0.5792211664,0.5791436315,0.0017807333267952934,0.575959226,0.582328583,-0.044595327372948725,-1.1458838803996192,0.9606332605875705,0.3215059724282532,False,
translation,script_23,gemini,optimized,python,statistical_modelling_analysis,01_linear_regression_inference,energy_joules,30,9.610333333333333,9.645,0.13949374805748982,9.36,9.86,-0.17533176914378729,-1.0114356099199617,0.9551493228607632,0.23173115461882213,False,
translation,script_24,gemini,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,avg_power_watts,30,16.328060086700003,16.297310606499998,0.2076208419858321,15.925355275,16.692829918,-0.013439871783976822,-0.5033475897317023,0.958808525240899,0.28870225972939173,False,
translation,script_24,gemini,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,elapsed_seconds,30,0.7301119454333335,0.730070987,0.0031317667324962223,0.7243701,0.735144393,-0.10065172289235454,-1.1338325519782557,0.9552267798035596,0.23282237969763214,False,
translation,script_24,gemini,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,energy_joules,30,11.921,11.92,0.1338385543133579,11.67,12.2,0.03150803903772254,-0.5518446110640078,0.9820231998331395,0.8764176528523019,False,
translation,script_25,gemini,optimized,r,data_manipulation_preprocessing,01_impute_encode_scale,avg_power_watts,30,16.639999237866665,16.5555277535,0.41105465841343625,16.161964829,17.885529882,1.2125906377376507,1.5920018498952153,0.9030322448097469,0.009970733828121112,True,
translation,script_25,gemini,optimized,r,data_manipulation_preprocessing,01_impute_encode_scale,elapsed_seconds,30,0.08121083523333335,0.081264417,0.0006153413667851454,0.07966176,0.08258191,-0.5114072243011613,0.9963111072631121,0.9600604514897516,0.31087863086007533,False,
translation,script_25,gemini,optimized,r,data_manipulation_preprocessing,01_impute_encode_scale,energy_joules,30,1.3513333333333335,1.34,0.03421366266045884,1.31,1.43,0.7141464361447133,-0.2914296372181253,0.9210914067236144,0.02863034509163115,True,
translation,script_26,gemini,optimized,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,avg_power_watts,30,16.5257657168,16.439714059499998,0.44916375701237876,15.961347412,17.753166943,0.993776242131484,0.6114062947047678,0.9176031080527544,0.0232536460996467,True,
translation,script_26,gemini,optimized,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,elapsed_seconds,30,0.08111034583333332,0.081211518,0.0005399337035878335,0.079985729,0.082821795,0.5540530759683628,2.4462713664370135,0.91849664801705,0.024521686059061163,True,
translation,script_26,gemini,optimized,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,energy_joules,30,1.3403333333333336,1.335,0.0343895867692666,1.29,1.42,0.6347116621754256,-0.3579351002315745,0.9385856552108298,0.08332478158421198,False,
translation,script_27,gemini,optimized,r,data_visualization,01_scatter_trend_grouped,avg_power_watts,30,16.778829765966666,16.811123930999997,0.3843564556493842,16.002984702,17.450837122,0.03717136474503917,-0.8074723026240611,0.9710643231617619,0.5686922235788339,False,
translation,script_27,gemini,optimized,r,data_visualization,01_scatter_trend_grouped,elapsed_seconds,30,0.10275344639999999,0.102171407,0.0022473740865964474,0.100094357,0.110038603,2.2798470245024602,6.164952182907292,0.7274157141966986,4.011427320943545e-06,True,
translation,script_27,gemini,optimized,r,data_visualization,01_scatter_trend_grouped,energy_joules,30,1.7236666666666662,1.72,0.0382805733871709,1.67,1.8,0.5203418726537906,-0.8185214832581584,0.9260427996988747,0.038587300718292764,True,
translation,script_28,gemini,optimized,r,data_visualization,02_distribution_boxplot,avg_power_watts,30,16.462405904966666,16.4124134785,0.338864228027111,16.004209592,17.497023618,1.040341498683631,1.531550660392579,0.9254940309459954,0.03732520875558627,True,
translation,script_28,gemini,optimized,r,data_visualization,02_distribution_boxplot,elapsed_seconds,30,0.1038473005,0.10391790000000001,0.0009214183256421728,0.102021735,0.105876096,-0.08969931025083179,-0.10721139873137675,0.9662989989205975,0.4434681532637204,False,
translation,script_28,gemini,optimized,r,data_visualization,02_distribution_boxplot,energy_joules,30,1.7096666666666667,1.71,0.04230295769665593,1.64,1.83,0.6924750574393038,1.36242645641833,0.936431725650449,0.07292793974786095,False,
translation,script_29,gemini,optimized,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,avg_power_watts,30,18.069284988666666,18.112273496500002,0.36026694205878956,17.417037799,18.645415277,-0.46761528169362315,-0.8842294202354162,0.9367547742881127,0.07439881714306866,False,
translation,script_29,gemini,optimized,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,elapsed_seconds,30,1.9992332368333332,1.961573042,0.14972199012496823,1.794539294,2.424003096,1.19638537065379,1.1865396610635361,0.9007519810966378,0.008762402064680432,True,
translation,script_29,gemini,optimized,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,energy_joules,30,36.098,35.760000000000005,2.3825318321135778,32.68,43.01,0.9495381980377138,0.9999820462327125,0.9363303579508202,0.07247254046474827,False,
translation,script_3,gemini,base,python,data_visualization,01_scatter_trend_grouped,avg_power_watts,30,16.517176775833335,16.5240762225,0.23467488165969047,16.094019953,17.011915509,0.16333800280212224,-0.7039748461996891,0.9806284672186713,0.8420113477705011,False,
translation,script_3,gemini,base,python,data_visualization,01_scatter_trend_grouped,elapsed_seconds,30,0.9120858702666667,0.91303625,0.0037708268396531653,0.90141819,0.917444344,-0.9602038474361546,0.6255200851947098,0.9204062138522308,0.027479968936288256,True,
translation,script_3,gemini,base,python,data_visualization,01_scatter_trend_grouped,energy_joules,30,15.065000000000001,15.08,0.2169021708608236,14.65,15.45,0.034018607902510205,-0.7524006233181191,0.9736626672913797,0.6434114453707904,False,
translation,script_30,gemini,optimized,r,machine_learning_workflows,02_regression_workflow_feature_importance,avg_power_watts,30,17.3245484774,17.512110075000002,1.0984189910954736,11.609176111,17.80776386,-5.186858610102338,27.76642232354095,0.32741215147253955,1.209225234784979e-10,True,
translation,script_30,gemini,optimized,r,machine_learning_workflows,02_regression_workflow_feature_importance,elapsed_seconds,30,2.5236275726333335,2.4828393555000003,0.22467469635701706,2.458836343,3.709996264,5.4301411926095815,29.643332950181517,0.2365960257039057,2.1408528974130037e-11,True,
translation,script_30,gemini,optimized,r,machine_learning_workflows,02_regression_workflow_feature_importance,energy_joules,30,43.486000000000004,43.59,0.5143968681193873,41.96,44.84,-0.40572450547364897,2.532323914071563,0.9410257837924219,0.09693449874698738,False,
translation,script_31,gemini,optimized,r,statistical_modelling_analysis,01_linear_regression_inference,avg_power_watts,30,16.5897221883,16.54775641,0.36161071105534487,16.039396758,17.579807962,0.8680038393538796,1.084402057531575,0.940586511769648,0.09432844707593457,False,
translation,script_31,gemini,optimized,r,statistical_modelling_analysis,01_linear_regression_inference,elapsed_seconds,30,0.08850896936666668,0.0879235,0.0022207072800954956,0.086462833,0.096735298,3.2228014050600113,10.245066902298271,0.5360735279247664,1.3172547054329182e-08,True,
translation,script_31,gemini,optimized,r,statistical_modelling_analysis,01_linear_regression_inference,energy_joules,30,1.4680000000000002,1.46,0.0360459476894087,1.41,1.58,1.2955484613110886,2.3085359183679213,0.894519820358229,0.006184570558502377,True,
translation,script_32,gemini,optimized,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,avg_power_watts,30,16.475821582299996,16.4228825915,0.35291838495190336,15.814905201,17.508401519,0.8586258023412087,1.4646783009331656,0.9605641970162783,0.32020841919136606,False,
translation,script_32,gemini,optimized,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,elapsed_seconds,30,0.09017491546666666,0.0902125555,0.0010716529523364172,0.088528927,0.095061285,3.233153921673259,15.415627259666906,0.6573272779708277,3.9519824377438724e-07,True,
translation,script_32,gemini,optimized,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,energy_joules,30,1.4856666666666667,1.48,0.0346094797989514,1.42,1.58,0.7245695063578799,0.7432493611877296,0.9579115148373658,0.2736787975200445,False,
translation,script_33,gpt,base,python,data_manipulation_preprocessing,01_impute_encode_scale,avg_power_watts,30,16.393720582633335,16.4183717785,0.20518578842651053,15.963560722,16.809937358,-0.3839842841483741,0.09001789841943975,0.9605381487422356,0.31972018768293575,False,
translation,script_33,gpt,base,python,data_manipulation_preprocessing,01_impute_encode_scale,elapsed_seconds,30,0.5852620178,0.584988029,0.001955327888817742,0.58192646,0.590572746,0.6511694013157224,0.6049287690310159,0.964551056453767,0.4025555906246128,False,
translation,script_33,gpt,base,python,data_manipulation_preprocessing,01_impute_encode_scale,energy_joules,30,9.594666666666667,9.614999999999998,0.12773175916290572,9.33,9.84,-0.4547519567727618,-0.25123170465168476,0.9535857955007896,0.2106951196137536,False,
translation,script_34,gpt,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,avg_power_watts,30,16.306658081166667,16.280311902999998,0.22597768515444625,15.902030358,16.91336107,0.5158258317497895,0.7682574395594988,0.9680614807783905,0.4875888471075195,False,
translation,script_34,gpt,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,elapsed_seconds,30,0.1737177819,0.1737175705,0.0008286609287104498,0.171726871,0.175239984,-0.30650958966182323,-0.30738396059258566,0.9783641637121335,0.7805879170722665,False,
translation,script_34,gpt,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,energy_joules,30,2.8326666666666664,2.835,0.034534673563839026,2.77,2.92,0.20518095994716595,0.12456272420031222,0.9653959416204935,0.42196879512218344,False,
translation,script_35,gpt,base,python,data_visualization,01_scatter_trend_grouped,avg_power_watts,30,16.590008520133335,16.569282283,0.18277498492074093,16.218252818,16.98925393,0.15934418240386733,0.1702061391806704,0.9788506594078641,0.794235213577717,False,
translation,script_35,gpt,base,python,data_visualization,01_scatter_trend_grouped,elapsed_seconds,30,0.8253115312666667,0.825947098,0.003457791915020406,0.816523488,0.831595185,-0.792424899537004,0.48011611089127726,0.9446331233511226,0.12126090603854901,False,
translation,script_35,gpt,base,python,data_visualization,01_scatter_trend_grouped,energy_joules,30,13.691999999999998,13.684999999999999,0.1677929758917836,13.4,14.03,0.05961602000769971,-0.41356415437427696,0.9746584361964072,0.6726654890793053,False,
translation,script_36,gpt,base,python,data_visualization,02_distribution_boxplot,avg_power_watts,30,16.513678914633335,16.524061232999998,0.18329690588204395,16.10301254,16.798743566,-0.294851468847202,-0.3435526083653122,0.9711899747579891,0.5722259519698645,False,
translation,script_36,gpt,base,python,data_visualization,02_distribution_boxplot,elapsed_seconds,30,0.4584281792333333,0.458518391,0.0015382985239546633,0.454617925,0.461295475,-0.19329015977936784,-0.05607238415358484,0.9843729780607517,0.9260389161102817,False,
translation,script_36,gpt,base,python,data_visualization,02_distribution_boxplot,energy_joules,30,7.570333333333334,7.585,0.08751288903428132,7.37,7.74,-0.4365408269964512,-0.2741567914780836,0.9691019916714069,0.5149048831162362,False,
translation,script_37,gpt,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,avg_power_watts,30,16.686751470533334,16.729880579,0.1981567235615884,16.065962817,16.980112515,-1.2837348734874015,2.142224464296099,0.9047682369606508,0.011007929223315093,True,
translation,script_37,gpt,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,elapsed_seconds,30,2.4174671874333336,2.4161298880000004,0.007029566260793379,2.406951917,2.438191511,1.5826084877390358,2.917319704009529,0.8514702051932733,0.0006656743695233494,True,
translation,script_37,gpt,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,energy_joules,30,40.339999999999996,40.405,0.5193098868890229,38.67,41.04,-1.3225315089749121,2.478661528080991,0.9059988283318966,0.011811654168571228,True,
translation,script_38,gpt,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,avg_power_watts,30,16.0342469814,16.039994565,0.20961476369085966,15.603102153,16.403627423,-0.07713367022920962,-0.8952195018668014,0.9739519379426145,0.6518901211068451,False,
translation,script_38,gpt,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,elapsed_seconds,30,12.232808551999998,12.2270968465,0.02988191020935107,12.175712112,12.297267529,0.636020734948249,0.17260395859250055,0.9485726974014647,0.15479469775288385,False,
translation,script_38,gpt,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,energy_joules,30,196.1426666666667,196.075,2.5140583118540234,191.83,200.46,0.032996930684972454,-1.1962598533203288,0.95648720943658,0.2512569793649703,False,
translation,script_39,gpt,base,python,statistical_modelling_analysis,01_linear_regression_inference,avg_power_watts,30,16.504983451866668,16.5023012815,0.17873199081428642,16.080999914,16.757285778,-0.4376174055356968,-0.3253895570609111,0.9579192637268368,0.27380554618978875,False,
translation,script_39,gpt,base,python,statistical_modelling_analysis,01_linear_regression_inference,elapsed_seconds,30,0.5799112001,0.579607013,0.0017919930455541936,0.576567919,0.583013411,0.03637133625607495,-0.9176514437802106,0.9709398530675549,0.5652014241966079,False,
translation,script_39,gpt,base,python,statistical_modelling_analysis,01_linear_regression_inference,energy_joules,30,9.571333333333335,9.555,0.0992292133477294,9.36,9.75,0.1155482294543231,-0.5827811111456627,0.9703221404171778,0.5480272640893888,False,
translation,script_4,gemini,base,python,data_visualization,02_distribution_boxplot,avg_power_watts,30,16.695329895133334,16.689426342,0.181649282185792,16.331824871,17.034792485,0.20281556341360057,-0.33427261909633144,0.9682978508845115,0.4937147033218892,False,
translation,script_4,gemini,base,python,data_visualization,02_distribution_boxplot,elapsed_seconds,30,0.48223477750000004,0.482369045,0.0021824888633757865,0.47815687,0.485440214,-0.2195151009435508,-1.1477460561407908,0.9353553968900324,0.06823797320836138,False,
translation,script_4,gemini,base,python,data_visualization,02_distribution_boxplot,energy_joules,30,8.050999999999998,8.035,0.0887207941259817,7.89,8.26,0.45625303801563843,-0.1477862167616384,0.9774773721276464,0.7552553632058124,False,
translation,script_40,gpt,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,avg_power_watts,30,16.499825379066664,16.5000370005,0.2084660662881624,16.008751531,16.822545295,-0.38334258084112943,-0.5076428086864775,0.9651093338648973,0.41530680582001206,False,
translation,script_40,gpt,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,elapsed_seconds,30,0.7329827063666666,0.734064525,0.0031481310273440474,0.726748762,0.737887843,-0.2905226656734743,-1.2141476564433287,0.9353910469840798,0.06838826930716214,False,
translation,script_40,gpt,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,energy_joules,30,12.093999999999998,12.105,0.1545092341844846,11.75,12.34,-0.40709501444173185,-0.6691667148007419,0.9603849658176055,0.3168618457931094,False,
translation,script_41,gpt,base,r,data_manipulation_preprocessing,01_impute_encode_scale,avg_power_watts,30,17.138114438966667,17.0946168135,0.2670844899137218,16.704664556,17.678025078,0.3968628115952632,-0.5806915438223434,0.9617688335960478,0.34348541429926455,False,
translation,script_41,gpt,base,r,data_manipulation_preprocessing,01_impute_encode_scale,elapsed_seconds,30,0.4198108047666666,0.42229032099999997,0.005776331693264666,0.411798433,0.434010511,0.21338698568373643,-0.7270540848727762,0.8830933684840047,0.0033227665094476217,True,
translation,script_41,gpt,base,r,data_manipulation_preprocessing,01_impute_encode_scale,energy_joules,30,7.193999999999999,7.18,0.10483484548367591,6.98,7.47,0.8331274905344812,1.1237823377080947,0.9325739660497483,0.057495723466506235,False,
translation,script_42,gpt,base,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,avg_power_watts,30,17.39137133846667,17.421761198,0.2562053841142908,16.934004408,18.049034383,0.12122729395271024,0.16745650466904483,0.9599462827688777,0.3087968500125213,False,
translation,script_42,gpt,base,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,elapsed_seconds,30,0.42643604043333333,0.42886159349999997,0.0046566653615611195,0.41854315,0.430966072,-0.6088862408328618,-1.4859193420509502,0.7923373665455938,4.7683517443580995e-05,True,
translation,script_42,gpt,base,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,energy_joules,30,7.415666666666666,7.395,0.09324359396812183,7.26,7.61,0.26210060587856954,-0.5044397576664821,0.973597511194364,0.6415046184958415,False,
translation,script_44,gpt,base,r,data_visualization,02_distribution_boxplot,avg_power_watts,30,18.0057226367,18.035437273,0.17830916575302794,17.60513195,18.313309077,-0.4197786739858782,-0.17127458097117154,0.9750334634473982,0.6837154484742705,False,
translation,script_44,gpt,base,r,data_visualization,02_distribution_boxplot,elapsed_seconds,30,0.5842816167333332,0.5835787585,0.0022640494570181123,0.581358653,0.591553051,2.1341781748196516,5.2499540531467055,0.7704782588213367,1.9866268095818606e-05,True,
translation,script_44,gpt,base,r,data_visualization,02_distribution_boxplot,energy_joules,30,10.520333333333333,10.524999999999999,0.10390590349739146,10.29,10.72,-0.16223613229364084,-0.3381786654995578,0.9882980734424808,0.9795721860755369,False,
translation,script_45,gpt,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,avg_power_watts,30,18.212145969166667,18.245904806,0.252386197707756,17.655967808,18.621595043,-0.6483492431463744,-0.1496423884873077,0.9485714792561124,0.15478303767822363,False,
translation,script_45,gpt,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,elapsed_seconds,30,2.2954905487,2.2398263905,0.18564821492886177,2.058139661,3.009742135,2.216642464412011,6.8747199574822275,0.8035109042970872,7.601627440556054e-05,True,
translation,script_45,gpt,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,energy_joules,30,41.80466666666667,41.045,3.418520282160138,37.56,55.0,2.189399385406346,6.86527611090537,0.8135167803275418,0.00011677473639975749,True,
translation,script_46,gpt,base,r,machine_learning_workflows,02_regression_workflow_feature_importance,avg_power_watts,30,17.440266537,17.3922440515,0.2850455235306124,16.813788811,17.943044869,-0.2263739118023182,-0.3664733680242662,0.9716743582560126,0.5859364318248043,False,
translation,script_46,gpt,base,r,machine_learning_workflows,02_regression_workflow_feature_importance,elapsed_seconds,30,1.7738434285,1.7756603284999999,0.013644422966277672,1.75275358,1.799673927,-0.060994892906080844,-1.1099548584373011,0.9446489522364575,0.12138008973771779,False,
translation,script_46,gpt,base,r,machine_learning_workflows,02_regression_workflow_feature_importance,energy_joules,30,30.93433333333333,30.935000000000002,0.43096270206911486,29.86,31.58,-0.7110161385112282,0.36045677528989906,0.9506684594536097,0.17617115527983937,False,
translation,script_48,gpt,base,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,avg_power_watts,30,17.090190731633335,17.1433566115,0.30081577413031363,16.313532706,17.509312669,-0.8909223180316433,0.13200521866717807,0.9205199662676857,0.027667557434997346,True,
translation,script_48,gpt,base,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,elapsed_seconds,30,0.4157530000333333,0.4131818825,0.005220528771091873,0.410165441,0.425833394,0.8386902450893666,-1.0533844105580898,0.79563939155303,5.465390810695954e-05,True,
translation,script_48,gpt,base,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,energy_joules,30,7.104333333333333,7.11,0.09750979909496395,6.88,7.31,-0.16346244055017428,0.6034007473668508,0.9623470594257857,0.3551484745489992,False,
translation,script_49,gpt,optimized,python,data_manipulation_preprocessing,01_impute_encode_scale,avg_power_watts,30,16.161792391400002,16.095224218,0.24675773773049878,15.741817434,16.629461,0.3914617946039082,-0.9404902659753835,0.94323836658174,0.11120408373353981,False,
translation,script_49,gpt,optimized,python,data_manipulation_preprocessing,01_impute_encode_scale,elapsed_seconds,30,0.17294209160000001,0.172944082,0.0006255733877763992,0.171162846,0.174072834,-0.5282638794564055,1.0407135965901055,0.9711918946196406,0.5722800198769978,False,
translation,script_49,gpt,optimized,python,data_manipulation_preprocessing,01_impute_encode_scale,energy_joules,30,2.795,2.785,0.0400646030030637,2.72,2.87,0.12236643224435412,-0.9674143709962104,0.9521670769348769,0.1931716909612007,False,
translation,script_5,gemini,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,avg_power_watts,30,16.744732326866668,16.751969588,0.225485834721348,16.036291809,17.061092387,-1.1514572019503224,2.306462176983092,0.9182720642800581,0.024196318612083833,True,
translation,script_5,gemini,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,elapsed_seconds,30,2.5647560284333335,2.563350341,0.006588168971385517,2.555886988,2.580498695,1.1040745096578868,0.6787383544193242,0.8949082967120264,0.006319098886367634,True,
translation,script_5,gemini,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,energy_joules,30,42.946333333333335,43.03,0.6014951677126006,41.02,43.7,-1.2714492606580454,2.4812775598446546,0.8987897945518474,0.007846264912880114,True,
translation,script_50,gpt,optimized,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,avg_power_watts,30,16.5295910954,16.475877454,0.23333378349336004,16.173324715,16.928794313,0.255828150436191,-1.2933598974141944,0.9215722928175651,0.029467633280685076,True,
translation,script_50,gpt,optimized,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,elapsed_seconds,30,0.17338961313333331,0.1735449295,0.0006684789038224803,0.171926392,0.174692563,-0.3260637846394164,-0.15505185823833045,0.975012005644573,0.6830830558695009,False,
translation,script_50,gpt,optimized,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,energy_joules,30,2.8659999999999997,2.865,0.03747182849867997,2.8,2.93,0.09167706682394312,-1.346461796313864,0.9231239086142333,0.03234762579037326,True,
translation,script_51,gpt,optimized,python,data_visualization,01_scatter_trend_grouped,avg_power_watts,30,16.465283456199998,16.423372120499998,0.24759545645939904,16.063461287,17.072707764,0.6779525144358748,0.1165321286662504,0.9553273388679817,0.23424615348604935,False,
translation,script_51,gpt,optimized,python,data_visualization,01_scatter_trend_grouped,elapsed_seconds,30,0.3715230686666667,0.3713971585,0.0016638254058233162,0.368020147,0.375326471,0.10312558504870337,0.1992688673024623,0.9694174897680113,0.5233612829791574,False,
translation,script_51,gpt,optimized,python,data_visualization,01_scatter_trend_grouped,energy_joules,30,6.117333333333334,6.105,0.10241677305158005,5.95,6.34,0.5202777623212979,-0.4440599966024994,0.9614885057494192,0.33794601229067517,False,
translation,script_52,gpt,optimized,python,data_visualization,02_distribution_boxplot,avg_power_watts,30,16.6712324627,16.649649969000002,0.16886098661476143,16.389743367,17.096605214,0.42600051480570916,0.17033882255190402,0.9777421888556747,0.7628737739790192,False,
translation,script_52,gpt,optimized,python,data_visualization,02_distribution_boxplot,elapsed_seconds,30,0.4598328454666667,0.459799929,0.001644405753624456,0.456416836,0.463046252,-0.1131981907508345,-0.39443950109703385,0.9818539072503204,0.8724152123640262,False,
translation,script_52,gpt,optimized,python,data_visualization,02_distribution_boxplot,energy_joules,30,7.666,7.66,0.0842246585237855,7.53,7.86,0.33345899336745205,-0.13299420319439514,0.9691202246679781,0.5153914505001702,False,
translation,script_53,gpt,optimized,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,avg_power_watts,30,16.616729268199997,16.6267448435,0.22168660122831726,16.030799332,16.96780093,-0.7091460452950941,0.2883487858613787,0.9557278741244811,0.2399971884175014,False,
translation,script_53,gpt,optimized,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,elapsed_seconds,30,2.4438031948333334,2.4397873260000003,0.016655366922978136,2.425810615,2.522965832,3.9353760968003364,18.475028543333877,0.5769526776659439,3.8631078122460624e-08,True,
translation,script_53,gpt,optimized,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,energy_joules,30,40.609,40.519999999999996,0.6724599718891104,39.05,42.12,-0.20627186638893055,0.2004812954047357,0.98120569654087,0.8566318645307237,False,
translation,script_54,gpt,optimized,python,machine_learning_workflows,02_regression_workflow_feature_importance,avg_power_watts,30,15.951068476100001,15.9522712425,0.22901264076379535,15.47169132,16.400719466,-0.20191338559249183,-0.6186505656229602,0.9800679016438547,0.8273572746980169,False,
translation,script_54,gpt,optimized,python,machine_learning_workflows,02_regression_workflow_feature_importance,elapsed_seconds,30,12.245855177333333,12.238450025,0.033153982213563526,12.17000496,12.328195664,0.3690996158805815,0.7319771093412979,0.9714077892883992,0.5783742708460479,False,
translation,script_54,gpt,optimized,python,machine_learning_workflows,02_regression_workflow_feature_importance,energy_joules,30,195.33533333333335,195.68,2.9125717198016785,188.69,200.62,-0.28481183366803997,-0.568901093859449,0.9732905496032844,0.6325378377862539,False,
translation,script_55,gpt,optimized,python,statistical_modelling_analysis,01_linear_regression_inference,avg_power_watts,30,16.353167245933335,16.37606894,0.18569156624367328,15.974916591,16.662692367,-0.16623852354524937,-0.9834973204791888,0.9650791657850174,0.4146101288549761,False,
translation,script_55,gpt,optimized,python,statistical_modelling_analysis,01_linear_regression_inference,elapsed_seconds,30,0.5811596463,0.580995223,0.0023914854625827014,0.576560028,0.587111244,0.35396099821217,-0.019731139652658936,0.9852212871156084,0.9408933083280894,False,
translation,script_55,gpt,optimized,python,statistical_modelling_analysis,01_linear_regression_inference,energy_joules,30,9.503666666666666,9.49,0.10267065972231816,9.3,9.67,-0.10299637742154812,-1.2932515905224693,0.9255025810138393,0.03734454046344213,True,
translation,script_56,gpt,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,avg_power_watts,30,16.4991608208,16.493731658,0.1878542838044426,16.151639876,16.831019082,-0.06137568267146336,-0.6808715015572462,0.9665213864736019,0.44887973772900147,False,
translation,script_56,gpt,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,elapsed_seconds,30,0.7314724031666666,0.7310475095,0.0026685049378232816,0.727009013,0.736734178,0.27967102240334385,-0.692980417948557,0.9693917881554648,0.5226694810767025,False,
translation,script_56,gpt,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,energy_joules,30,12.068666666666669,12.065000000000001,0.1429669200545535,11.75,12.31,-0.22162270498170428,-0.42177998499367675,0.9804031815060515,0.8361730708255046,False,
translation,script_57,gpt,optimized,r,data_manipulation_preprocessing,01_impute_encode_scale,avg_power_watts,30,17.2511095533,17.264693548,0.2256606058688123,16.791547283,17.718390224,-0.24504120623419767,-0.22413812113432208,0.9801612125724638,0.8298255295761621,False,
