model,prompt_type,language,category,snippet,matched_original_model,candidate_runs,original_runs,elapsed_seconds_u_stat,elapsed_seconds_p_value,elapsed_seconds_candidate_mean,elapsed_seconds_original_mean,elapsed_seconds_candidate_median,elapsed_seconds_original_median,elapsed_seconds_mean_pct_diff_vs_original,elapsed_seconds_median_pct_diff_vs_original,elapsed_seconds_rank_biserial,elapsed_seconds_cliffs_delta,energy_joules_u_stat,energy_joules_p_value,energy_joules_candidate_mean,energy_joules_original_mean,energy_joules_candidate_median,energy_joules_original_median,energy_joules_mean_pct_diff_vs_original,energy_joules_median_pct_diff_vs_original,energy_joules_rank_biserial,energy_joules_cliffs_delta,avg_power_watts_u_stat,avg_power_watts_p_value,avg_power_watts_candidate_mean,avg_power_watts_original_mean,avg_power_watts_candidate_median,avg_power_watts_original_median,avg_power_watts_mean_pct_diff_vs_original,avg_power_watts_median_pct_diff_vs_original,avg_power_watts_rank_biserial,avg_power_watts_cliffs_delta,elapsed_seconds_p_value_fdr_bh,energy_joules_p_value_fdr_bh,avg_power_watts_p_value_fdr_bh
gemini,optimized,r,statistical_modelling_analysis,01_linear_regression_inference,original,100,100,3412.0,0.0001049385631068,0.08805601523,0.08819329232,0.08801260150000001,0.0881465845,-0.15565479685450828,-0.1520002173198104,-0.3176,-0.3176,5555.0,0.17112147650668985,1.5002000000000002,1.4958999999999998,1.5,1.49,0.287452369810844,0.671140939597316,0.11099999999999999,0.111,5854.0,0.03703006701244348,17.03673929418,16.961494678340003,17.009954345,16.9296253355,0.44362019543055753,0.47448781593269157,0.17080000000000006,0.1708,0.00011158024431609115,0.18428466700720447,0.0565550114371864
gemini,optimized,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,original,100,100,0.0,2.562143669163401e-34,0.08993794813000001,0.09468793219000002,0.08984449350000001,0.0946336425,-5.016461918788896,-5.0607256293658915,-1.0,-1.0,107.0,4.423338826957947e-33,1.5259,1.6071999999999997,1.52,1.61,-5.058486809357872,-5.590062111801246,-0.9786,-0.9786,5064.0,0.8766989701910175,16.966003496840003,16.973414255039998,16.940847081,16.978084412,-0.04366097526780659,-0.21932586796235345,0.012799999999999923,0.0128,3.7106908312021666e-34,7.010574744612595e-33,0.8980818719029936
gpt,base,python,data_manipulation_preprocessing,01_impute_encode_scale,original,100,100,7065.0,4.5500293794111067e-07,0.5902772596699999,0.5894189147000001,0.5902521165,0.5893560455,0.14562562357482034,0.1520423870836493,0.41300000000000003,0.413,3100.5,3.4686477048986583e-06,10.0264,10.170699999999998,10.06,10.175,-1.4187814014767683,-1.1302211302211322,-0.3799,-0.3799,2856.0,1.6285088799635813e-07,16.985791613849997,17.255593039580003,17.038994015500002,17.258306679,-1.5635592767582571,-1.2707658264461095,-0.42879999999999996,-0.4288,5.235650244801822e-07,4.482560110945958e-06,5.699781079872535e-07
gpt,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,original,100,100,0.0,2.562143669163401e-34,0.17480196568,0.62213543004,0.17470185,0.6220164105,-71.90290775293715,-71.91362686724486,-1.0,-1.0,0.0,2.433618894373027e-34,2.9447999999999994,10.6337,2.9450000000000003,10.675,-72.3069110469545,-72.41217798594847,-1.0,-1.0,2792.0,6.899030946958898e-08,16.84644170555,17.092193965179998,16.8272841695,17.1788325745,-1.4378040650055939,-2.0464045125035577,-0.4416,-0.4416,3.7106908312021666e-34,4.212401134716591e-34,2.5196460849762934e-07
gpt,base,python,data_visualization,01_scatter_trend_grouped,original,100,100,0.0,2.562143669163401e-34,0.8315540483600001,0.91626322943,0.831394877,0.9161050690000001,-9.245070450191132,-9.246776910913486,-1.0,-1.0,0.0,2.5397247172567657e-34,14.269400000000001,15.788199999999994,14.27,15.815000000000001,-9.619842667308458,-9.7692064495732,-1.0,-1.0,4076.0,0.02404123475249789,17.1597183838,17.23101931908,17.1651959765,17.268708637499998,-0.41379406499212795,-0.5994232873627425,-0.18479999999999996,-0.1848,3.7106908312021666e-34,4.212401134716591e-34,0.041213545289996385
gpt,base,python,data_visualization,02_distribution_boxplot,original,100,100,0.0,2.562143669163401e-34,0.46088036891000006,0.8523923748800002,0.4608281285,0.852438289,-45.930960612489905,-45.94000123567889,-1.0,-1.0,0.0,2.52944202683159e-34,7.937199999999999,14.7073,7.96,14.745000000000001,-46.032242491823794,-46.01559850796881,-1.0,-1.0,4816.0,0.6538920622262623,17.22173393558,17.25405683026,17.2822877945,17.287886083,-0.1873350424076062,-0.03238272437198059,-0.036800000000000055,-0.0368,3.7106908312021666e-34,4.212401134716591e-34,0.7041914516282824
gpt,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,original,100,100,10000.0,2.562143669163401e-34,2.4325307672500003,2.25614664624,2.430310118,2.2553947835,7.8179368927084045,7.755419839561764,1.0,1.0,9999.0,2.62826850363223e-34,41.5266,38.710300000000004,41.47,38.61,7.275324655195124,7.407407407407406,0.9998,0.9998,3735.0,0.00200382202096383,17.071329226359996,17.15758078235,17.0534322395,17.102640479,-0.5027023161606221,-0.28772305399521353,-0.253,-0.253,3.7106908312021666e-34,4.245664505867449e-34,0.004105391457584432
gpt,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,original,100,100,9309.0,6.463445875499024e-26,12.256214230290002,12.188427361819999,12.253131128,12.1851330055,0.5561576277046567,0.5580416928506919,0.8617999999999999,0.8618,5849.5,0.03803526396252213,197.46930000000003,196.8314,198.09,196.93,0.3240844702623821,0.5890417914995159,0.16989999999999994,0.1699,4305.0,0.08970921814324358,16.11174749443,16.14906667013,16.157369163,16.170231144,-0.23109184240987335,-0.0795411078880763,-0.139,-0.139,8.226203841544213e-26,0.043175164497998096,0.12559290540054102
gpt,base,python,statistical_modelling_analysis,01_linear_regression_inference,original,100,100,0.0,2.562143669163401e-34,0.58409813803,0.7280697941600001,0.5839948045000001,0.728229206,-19.77443059509223,-19.806181942667088,-1.0,-1.0,0.0,2.5342926814343004e-34,10.0361,12.5322,10.045,12.555,-19.917492539218976,-19.992035045798485,-1.0,-1.0,4704.0,0.4702813106502177,17.182117452009994,17.212827800569997,17.189802294499998,17.268128143,-0.1784154754571247,-0.45358621300103974,-0.05920000000000003,-0.0592,3.7106908312021666e-34,4.212401134716591e-34,0.5411456177344971
gpt,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,original,100,100,0.0,2.562143669163401e-34,0.73936131982,0.7610161930699999,0.7393342685,0.761064186,-2.8455206928833467,-2.8552016899137183,-1.0,-1.0,1364.0,6.465516260148837e-19,12.667600000000002,13.0754,12.7,13.085,-3.118833840647308,-2.942300343905247,-0.7272000000000001,-0.7272,4614.0,0.3462303146221841,17.13320974326,17.181455004,17.179215628999998,17.197560049,-0.28079845815600585,-0.10666873642385385,-0.07720000000000005,-0.0772,3.7106908312021666e-34,9.20514179411021e-19,0.42149777432265895
