model,prompt_type,language,category,snippet,matched_original_model,candidate_runs,original_runs,elapsed_seconds_u_stat,elapsed_seconds_p_value,elapsed_seconds_candidate_mean,elapsed_seconds_original_mean,elapsed_seconds_candidate_median,elapsed_seconds_original_median,elapsed_seconds_mean_pct_diff_vs_original,elapsed_seconds_median_pct_diff_vs_original,elapsed_seconds_rank_biserial,elapsed_seconds_cliffs_delta,elapsed_seconds_cliffs_delta_abs,elapsed_seconds_cliffs_delta_magnitude,elapsed_seconds_cliffs_delta_direction,energy_joules_u_stat,energy_joules_p_value,energy_joules_candidate_mean,energy_joules_original_mean,energy_joules_candidate_median,energy_joules_original_median,energy_joules_mean_pct_diff_vs_original,energy_joules_median_pct_diff_vs_original,energy_joules_rank_biserial,energy_joules_cliffs_delta,energy_joules_cliffs_delta_abs,energy_joules_cliffs_delta_magnitude,energy_joules_cliffs_delta_direction,avg_power_watts_u_stat,avg_power_watts_p_value,avg_power_watts_candidate_mean,avg_power_watts_original_mean,avg_power_watts_candidate_median,avg_power_watts_original_median,avg_power_watts_mean_pct_diff_vs_original,avg_power_watts_median_pct_diff_vs_original,avg_power_watts_rank_biserial,avg_power_watts_cliffs_delta,avg_power_watts_cliffs_delta_abs,avg_power_watts_cliffs_delta_magnitude,avg_power_watts_cliffs_delta_direction,elapsed_seconds_p_value_fdr_bh,energy_joules_p_value_fdr_bh,avg_power_watts_p_value_fdr_bh
gemini,optimized,r,machine_learning_workflows,02_regression_workflow_feature_importance,original,30,30,900.0,3.0198593591621564e-11,2.5236275726333335,1.4876295009333338,2.4828393555000003,1.488366254,69.64086629433054,66.81642363412523,1.0,1.0,1.0,large,candidate_higher_elapsed_seconds,900.0,3.0198593591621564e-11,42.66120240173334,24.976797815199998,42.780938061499995,24.943015217,70.8033300240403,71.51470136754958,1.0,1.0,1.0,large,candidate_higher_energy_joules,775.0,1.606212908299896e-06,16.997718319399997,16.791031006566666,17.185279917000003,16.8146876705,1.2309387836428847,2.2039793647203854,0.7222222222222223,0.7222222222222222,0.7222222222222222,large,candidate_higher_avg_power_watts,4.0744134210917984e-11,4.667055373250606e-11,3.900802777299747e-06
gemini,optimized,r,statistical_modelling_analysis,01_linear_regression_inference,original,30,30,11.0,8.993406027014868e-11,0.08850896936666668,0.09961929943333334,0.0879235,0.09881026849999999,-11.152788796815273,-11.01785134811165,-0.9755555555555555,-0.9755555555555555,0.9755555555555555,large,candidate_lower_elapsed_seconds,289.0,0.01764902812917384,1.439072599566667,1.4624414085333333,1.4314145635000002,1.448678419,-1.5979312969606407,-1.1916968785879152,-0.35777777777777775,-0.35777777777777775,0.35777777777777775,medium,candidate_lower_energy_joules,880.0,2.1543992766911748e-10,16.2628920303,14.6993823919,16.220926251999998,14.727247690999999,10.636566875500586,10.142279075762437,0.9555555555555555,0.9555555555555556,0.9555555555555556,large,candidate_higher_avg_power_watts,1.1078833511540056e-10,0.020550238232599678,7.961910370380429e-10
gemini,optimized,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,original,30,30,0.0,3.0198593591621564e-11,0.09017491546666666,0.10546008013333336,0.0902125555,0.1053258635,-14.49379200863648,-14.34909479759452,-1.0,-1.0,1.0,large,candidate_lower_elapsed_seconds,28.0,4.615910369111146e-10,1.4561947848333334,1.563865798733333,1.4505534505000002,1.5455194725,-6.8849266981354,-6.1446021023847,-0.9377777777777778,-0.9377777777777778,0.9377777777777778,large,candidate_lower_energy_joules,840.0,8.484772900147978e-09,16.148991424300004,14.835174480033333,16.0960524335,14.6357379845,8.856093644432278,9.97773020087232,0.8666666666666667,0.8666666666666667,0.8666666666666667,large,candidate_higher_avg_power_watts,4.0744134210917984e-11,6.650040362278769e-10,2.3264699887502517e-08
gpt,base,python,data_manipulation_preprocessing,01_impute_encode_scale,original,30,30,202.0,0.00025305784556082746,0.5852620178,0.5877041638,0.584988029,0.587691752,-0.4155400200348272,-0.4600580135417641,-0.5511111111111111,-0.5511111111111111,0.5511111111111111,large,candidate_lower_elapsed_seconds,291.0,0.019112396759828544,9.4033853889,9.499587221966667,9.4234168175,9.5073405555,-1.012694876301695,-0.8827256950572909,-0.3533333333333334,-0.35333333333333333,0.35333333333333333,medium,candidate_lower_energy_joules,361.0,0.19073033347156776,16.066890424633335,16.1640993963,16.0915416205,16.141549785000002,-0.601388108816722,-0.3098101803488196,-0.19777777777777783,-0.19777777777777777,0.19777777777777777,small,candidate_lower_avg_power_watts,0.00027934956977493944,0.021953428710613867,0.2456375506830797
gpt,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,original,30,30,0.0,3.0198593591621564e-11,0.1737177819,0.6203006892333333,0.1737175705,0.619173945,-71.9945850592705,-71.94365623702076,-1.0,-1.0,1.0,large,candidate_lower_elapsed_seconds,0.0,3.0198593591621564e-11,2.7758904566000004,9.971933694333336,2.7781128195,9.9610617495,-72.16296716676493,-72.11027409162031,-1.0,-1.0,1.0,large,candidate_lower_energy_joules,333.0,0.08499969748696411,15.979827923166665,16.076345269300003,15.953481745000001,16.0858647905,-0.6003687064226637,-0.8229774850412899,-0.26,-0.26,0.26,small,candidate_lower_avg_power_watts,4.0744134210917984e-11,4.667055373250606e-11,0.12041623810653249
gpt,base,python,data_visualization,01_scatter_trend_grouped,original,30,30,0.0,3.0198593591621564e-11,0.8253115312666667,0.9117480123333335,0.825947098,0.9092514925,-9.480303756896568,-9.16186502712835,-1.0,-1.0,1.0,large,candidate_lower_elapsed_seconds,0.0,3.0198593591621564e-11,13.422263301833334,14.861679919766665,13.4147784045,14.839879339,-9.68542335526178,-9.603184109150794,-1.0,-1.0,1.0,large,candidate_lower_energy_joules,378.0,0.2904721494938346,16.26317836213333,16.301168091766666,16.242452125,16.3029950235,-0.23304912518828882,-0.37136058995742727,-0.16000000000000003,-0.16,0.16,small,candidate_lower_avg_power_watts,4.0744134210917984e-11,4.667055373250606e-11,0.3630901868672933
gpt,base,python,data_visualization,02_distribution_boxplot,original,30,30,0.0,3.0198593591621564e-11,0.4584281792333333,0.8475414639000001,0.458518391,0.845047822,-45.910825751951364,-45.74053928512461,-1.0,-1.0,1.0,large,candidate_lower_elapsed_seconds,0.0,3.0198593591621564e-11,7.420505179066668,13.984664556066669,7.434732286999999,13.991418737,-46.93826834875644,-46.86219870370248,-1.0,-1.0,1.0,large,candidate_lower_energy_joules,112.0,6.045949421012785e-07,16.186848756633335,16.50072567333333,16.197231074999998,16.5301748455,-1.9022006844659562,-2.0141575852153726,-0.7511111111111111,-0.7511111111111111,0.7511111111111111,large,candidate_lower_avg_power_watts,4.0744134210917984e-11,4.667055373250606e-11,1.5114873552531964e-06
gpt,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,original,30,30,0.0,3.0198593591621564e-11,2.4174671874333336,3.115271052633334,2.4161298880000004,2.7244318635,-22.399459097151368,-11.31619328163094,-1.0,-1.0,1.0,large,candidate_lower_elapsed_seconds,0.0,3.0198593591621564e-11,39.549898817233334,96.64283546966665,39.615416421,100.956781893,-59.07622264492966,-60.76002455883868,-1.0,-1.0,1.0,large,candidate_lower_energy_joules,0.0,3.0198593591621564e-11,16.359921312533334,32.89970124763333,16.403050421,36.9420801825,-50.273343853813266,-55.59792426423685,-1.0,-1.0,1.0,large,candidate_lower_avg_power_watts,4.0744134210917984e-11,4.667055373250606e-11,1.6043002845548956e-10
gpt,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,original,30,30,796.0,3.255539523355122e-07,12.232808551999998,12.182617280799999,12.2270968465,12.174177088,0.4119908722660234,0.4346885881277552,0.768888888888889,0.7688888888888888,0.7688888888888888,large,candidate_higher_elapsed_seconds,704.0,0.0001783555484387447,192.14461591476666,189.5356866025333,192.0764064315,189.1339853995,1.3764844811016643,1.5557336381321647,0.5644444444444445,0.5644444444444444,0.5644444444444444,large,candidate_higher_energy_joules,645.0,0.004032977591300898,15.707416823400003,15.5577626928,15.713164407,15.531491187,0.9619257830000231,1.1697088052437783,0.43333333333333335,0.43333333333333335,0.43333333333333335,medium,candidate_higher_avg_power_watts,3.689611459802471e-07,0.00022627196443721342,0.0068560619052115265
gpt,base,python,statistical_modelling_analysis,01_linear_regression_inference,original,30,30,0.0,3.0198593591621564e-11,0.5799112001,0.7242042895333333,0.579607013,0.7233002425,-19.924362713498102,-19.866332272106224,-1.0,-1.0,1.0,large,candidate_lower_elapsed_seconds,0.0,3.0198593591621564e-11,9.381800864199999,11.792974864333333,9.365970246,11.7634327765,-20.445850414094306,-20.380636979449147,-1.0,-1.0,1.0,large,candidate_lower_energy_joules,333.0,0.08499969748696411,16.178153293866668,16.2843045934,16.1754711235,16.220004307499998,-0.6518626504711581,-0.2745571650644195,-0.26,-0.26,0.26,small,candidate_lower_avg_power_watts,4.0744134210917984e-11,4.667055373250606e-11,0.12041623810653249
